campaign_id,campaign_name,date,impressions,clicks,ad_spend,platform
CAMP_G001,Summer Flash Sale - Display,08/24/2025,8102,565.0,210.85,google_ads
CAMP_G001,SUMMER FLASH SALE - DISPLAY,2025-08-25,9094,620.0,440.44,google_ads
CAMP_G001,SUMMER FLASH SALE - DISPLAY,2025-08-26,9714,719.0,478.34,google_ads
CAMP_G001,Summer Flash Sale - Display,2025-08-27,13739,703.0,260.53,google_ads
CAMP_G001,  Summer Flash Sale - Display  ,2025-08-28,11779,812.0,455.34,google_ads
CAMP_G001,SUMMER FLASH SALE - DISPLAY,2025-08-29,8371,487.0,412.97,google_ads
CAMP_G001,SUMMER FLASH SALE - DISPLAY,2025-08-30,11565,792.0,212.71,google_ads
CAMP_G001,SUMMER FLASH SALE - DISPLAY,2025-08-31,10881,574.0,255.06,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-01,4629,38.0,90.07,google_ads
CAMP_G002,b2b whitepaper download,2025-06-02,4624,36.0,98.98,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-06-03,3473,26.0,78.28,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-06-04,5921,38.0,71.33,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-05,4202,30.0,78.61,google_ads
CAMP_G002,b2b whitepaper download,2025-06-06,4805,,79.29,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-07,3285,26.0,99.14,google_ads
CAMP_G002,b2b whitepaper download,2025-06-08,4850,43.0,88.44,google_ads
CAMP_G002,b2b whitepaper download,2025-06-09,4579,35.0,101.57,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-10,5551,42.0,105.99,google_ads
CAMP_G002,b2b whitepaper download,2025-06-11,4152,23.0,55.04,google_ads
CAMP_G002,b2b whitepaper download,2025-06-12,3233,22.0,62.11,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-06-13,5709,52.0,109.96,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-14,3718,21.0,75.54,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-15,4349,29.0,98.14,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-16,5777,29.0,64.63,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-06-17,5135,47.0,119.24,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-18,5405,31.0,81.38,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-19,5507,39.0,82.85,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-20,3732,19.0,66.3,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-21,5987,45.0,55.89,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-22,5563,46.0,96.91,google_ads
CAMP_G002,b2b whitepaper download,2025-06-23,5175,40.0,73.69,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-24,4594,43.0,85.34,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-25,3360,23.0,84.92,google_ads
CAMP_G002,b2b whitepaper download,2025-06-26,3065,29.0,94.16,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-06-27,3949,20.0,114.92,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-28,3427,17.0,69.46,google_ads
CAMP_G002,B2B Whitepaper Download,2025-06-29,5141,42.0,83.43,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-06-30,4545,45.0,104.74,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-07-01,4521,33.0,88.72,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-02,3321,21.0,101.36,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-03,3014,16.0,,google_ads
CAMP_G002,b2b whitepaper download,2025-07-04,5580,55.0,78.81,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-07-05,3666,33.0,114.73,google_ads
CAMP_G002,b2b whitepaper download,2025-07-06,3165,17.0,57.65,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-07,4971,46.0,101.76,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,07/08/2025,5724,46.0,110.07,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-07-09,5856,49.0,52.07,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-07-10,4832,30.0,109.69,google_ads
CAMP_G002,b2b whitepaper download,2025-07-11,5708,45.0,77.79,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-12,5599,30.0,73.93,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-13,4601,30.0,78.56,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-14,3560,30.0,91.66,google_ads
CAMP_G002,b2b whitepaper download,2025-07-15,3658,21.0,75.58,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-16,4664,34.0,94.42,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-17,5663,50.0,87.86,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-18,4159,28.0,113.63,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-07-19,3647,30.0,70.96,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-20,3532,33.0,69.83,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-21,4755,34.0,83.34,google_ads
CAMP_G002,B2B Whitepaper Download,2025-07-22,3767,36.0,105.13,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-23,3958,33.0,116.87,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,07/24/2025,3419,34.0,57.21,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-25,3153,17.0,81.86,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-26,3142,17.0,76.92,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,27-Jul-2025,4348,28.0,77.59,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-07-28,3870,36.0,50.09,google_ads
CAMP_G002,b2b whitepaper download,2025-07-29,3087,22.0,104.64,google_ads
CAMP_G002,b2b whitepaper download,2025-07-30,3687,23.0,83.59,google_ads
CAMP_G002,b2b whitepaper download,2025-07-31,5232,50.0,53.4,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,01-Aug-2025,3574,19.0,59.67,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-02,5799,30.0,57.74,google_ads
CAMP_G002,  B2B Whitepaper Download  ,08/03/2025,3266,26.0,109.46,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-04,3842,31.0,61.39,google_ads
CAMP_G002,b2b whitepaper download,2025-08-05,3873,37.0,81.81,google_ads
CAMP_G002,b2b whitepaper download,2025-08-06,3238,29.0,72.29,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,07-Aug-2025,3889,27.0,72.23,google_ads
CAMP_G002,b2b whitepaper download,2025-08-08,5208,27.0,61.58,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-09,3904,26.0,112.3,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-10,5330,45.0,62.11,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-11,3795,19.0,119.52,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-12,4718,44.0,87.53,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-13,5165,41.0,70.63,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-14,3569,28.0,,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-15,4859,38.0,77.73,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-16,5290,47.0,118.84,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-17,5828,52.0,86.42,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-18,5317,37.0,97.78,google_ads
CAMP_G002,B2B WHITEPAPER DOWNLOAD,2025-08-19,3796,23.0,110.13,google_ads
CAMP_G002,b2b whitepaper download,2025-08-20,4028,35.0,111.49,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-21,3266,28.0,104.81,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-22,5336,50.0,105.87,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-23,4293,22.0,118.55,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-24,5794,40.0,72.34,google_ads
CAMP_G002,b2b whitepaper download,2025-08-25,4154,33.0,115.48,google_ads
CAMP_G002,b2b whitepaper download,2025-08-26,4014,28.0,59.18,google_ads
CAMP_G002,b2b whitepaper download,2025-08-27,3140,31.0,67.05,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-28,4753,30.0,64.15,google_ads
CAMP_G002,b2b whitepaper download,2025-08-29,3171,20.0,53.16,google_ads
CAMP_G002,  B2B Whitepaper Download  ,2025-08-30,3734,28.0,57.75,google_ads
CAMP_G002,B2B Whitepaper Download,2025-08-31,3938,37.0,113.11,google_ads
CAMP_G003,Product Launch - Search,2025-06-01,6774,177.0,177.56,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-02,7126,269.0,273.35,google_ads
CAMP_G003,product launch - search,2025-06-03,5409,148.0,320.39,google_ads
CAMP_G003,product launch - search,2025-06-04,8699,266.0,230.97,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-05,5215,204.0,174.13,google_ads
CAMP_G003,product launch - search,2025-06-06,6924,261.0,185.9,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-07,5926,211.0,320.27,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-08,7674,220.0,198.96,google_ads
CAMP_G003,Product Launch - Search,2025-06-09,5371,197.0,253.53,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-10,6966,220.0,176.35,google_ads
CAMP_G003,product launch - search,2025-06-11,5447,214.0,182.72,google_ads
CAMP_G003,product launch - search,2025-06-12,5822,148.0,173.79,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-13,9578,306.0,230.09,google_ads
CAMP_G003,Product Launch - Search,2025-06-14,9199,343.0,298.32,google_ads
CAMP_G003,Product Launch - Search,2025-06-15,9144,275.0,160.02,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-16,8288,301.0,308.73,google_ads
CAMP_G003,product launch - search,2025-06-17,7655,265.0,150.46,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-18,9391,299.0,175.81,google_ads
CAMP_G003,product launch - search,2025-06-19,7484,291.0,213.83,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-20,6514,221.0,244.56,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,06/21/2025,7779,274.0,319.2,google_ads
CAMP_G003,product launch - search,2025-06-22,9940,382.0,299.92,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-23,8755,259.0,339.51,google_ads
CAMP_G003,product launch - search,2025-06-24,6971,233.0,293.96,google_ads
CAMP_G003,product launch - search,2025-06-25,6652,231.0,218.47,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-26,6292,166.0,283.5,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-27,6525,195.0,189.56,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-06-28,8756,307.0,175.87,google_ads
CAMP_G003,product launch - search,2025-06-29,6402,225.0,332.07,google_ads
CAMP_G003,  Product Launch - Search  ,2025-06-30,7730,304.0,272.01,google_ads
CAMP_G003,product launch - search,01-Jul-2025,5320,211.0,229.94,google_ads
CAMP_G003,product launch - search,2025-07-02,7696,293.0,272.05,google_ads
CAMP_G003,Product Launch - Search,2025-07-03,9237,276.0,258.91,google_ads
CAMP_G003,product launch - search,2025-07-04,9065,260.0,332.53,google_ads
CAMP_G003,Product Launch - Search,2025-07-05,9681,350.0,302.93,google_ads
CAMP_G003,product launch - search,2025-07-06,8131,233.0,278.96,google_ads
CAMP_G003,  Product Launch - Search  ,2025-07-07,7309,228.0,193.77,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-08,7855,197.0,217.23,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-09,6172,226.0,173.14,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-10,6432,176.0,234.56,google_ads
CAMP_G003,Product Launch - Search,2025-07-11,6448,168.0,177.6,google_ads
CAMP_G003,Product Launch - Search,2025-07-12,7381,258.0,172.37,google_ads
CAMP_G003,product launch - search,2025-07-13,5778,192.0,250.15,google_ads
CAMP_G003,Product Launch - Search,2025-07-14,5006,200.0,253.29,google_ads
CAMP_G003,Product Launch - Search,2025-07-15,5591,166.0,242.24,google_ads
CAMP_G003,  Product Launch - Search  ,2025-07-16,6844,207.0,307.49,google_ads
CAMP_G003,product launch - search,2025-07-17,9683,289.0,299.76,google_ads
CAMP_G003,Product Launch - Search,2025-07-18,6110,166.0,325.81,google_ads
CAMP_G003,  Product Launch - Search  ,07/19/2025,6539,170.0,160.56,google_ads
CAMP_G003,product launch - search,2025-07-20,5434,199.0,156.97,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-21,6711,183.0,322.16,google_ads
CAMP_G003,Product Launch - Search,2025-07-22,7274,192.0,228.9,google_ads
CAMP_G003,Product Launch - Search,2025-07-23,6636,216.0,300.05,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-24,7058,199.0,300.3,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-25,6686,185.0,314.62,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-07-26,9269,323.0,239.75,google_ads
CAMP_G003,Product Launch - Search,2025-07-27,9765,372.0,188.46,google_ads
CAMP_G003,product launch - search,2025-07-28,9733,351.0,263.28,google_ads
CAMP_G003,  Product Launch - Search  ,2025-07-29,6855,174.0,159.89,google_ads
CAMP_G003,product launch - search,2025-07-30,8096,253.0,301.58,google_ads
CAMP_G003,product launch - search,2025-07-31,5788,168.0,254.38,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-01,8197,213.0,150.21,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-02,8868,245.0,328.05,google_ads
CAMP_G003,Product Launch - Search,2025-08-03,9203,238.0,193.04,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-04,6506,184.0,169.83,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-08-05,7607,206.0,322.06,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-08-06,6221,189.0,202.96,google_ads
CAMP_G003,Product Launch - Search,2025-08-07,9006,351.0,169.97,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-08,7299,196.0,320.48,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-09,8460,338.0,158.84,google_ads
CAMP_G003,Product Launch - Search,2025-08-10,7342,247.0,311.24,google_ads
CAMP_G003,product launch - search,2025-08-11,6630,215.0,344.18,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-12,8974,242.0,214.22,google_ads
CAMP_G003,Product Launch - Search,2025-08-13,8993,304.0,221.73,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-14,9004,350.0,336.56,google_ads
CAMP_G003,product launch - search,2025-08-15,6354,213.0,242.36,google_ads
CAMP_G003,product launch - search,2025-08-16,6849,207.0,225.72,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-17,7503,231.0,192.91,google_ads
CAMP_G003,product launch - search,2025-08-18,7662,287.0,335.5,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-08-19,9962,390.0,228.5,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,20-Aug-2025,9895,253.0,286.08,google_ads
CAMP_G003,  Product Launch - Search  ,21-Aug-2025,6678,252.0,249.28,google_ads
CAMP_G003,Product Launch - Search,2025-08-22,7839,235.0,325.75,google_ads
CAMP_G003,product launch - search,2025-08-23,5291,145.0,304.98,google_ads
CAMP_G003,Product Launch - Search,2025-08-24,6203,245.0,321.13,google_ads
CAMP_G003,Product Launch - Search,2025-08-25,9811,300.0,170.22,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-26,6222,247.0,271.44,google_ads
CAMP_G003,product launch - search,2025-08-27,5639,151.0,308.95,google_ads
CAMP_G003,product launch - search,2025-08-28,8531,325.0,154.79,google_ads
CAMP_G003,  Product Launch - Search  ,2025-08-29,7168,197.0,283.67,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-08-30,5681,181.0,254.45,google_ads
CAMP_G003,PRODUCT LAUNCH - SEARCH,2025-08-31,7871,237.0,169.36,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-01,8572,255.0,197.76,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,06/02/2025,13190,305.0,274.84,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,06/03/2025,8431,252.0,390.92,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,06/04/2025,8424,182.0,378.66,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-05,9177,257.0,205.85,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-06,13559,331.0,381.46,google_ads
CAMP_G004,brand awareness - youtube,2025-06-07,12550,235.0,,google_ads
CAMP_G004,brand awareness - youtube,2025-06-08,10595,313.0,200.74,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-09,10786,320.0,365.27,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-10,13461,330.0,299.57,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-11,10066,240.0,280.41,google_ads
CAMP_G004,brand awareness - youtube,2025-06-12,8364,160.0,197.04,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-13,8355,212.0,187.74,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-14,8978,185.0,293.47,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-15,7284,135.0,213.79,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-16,8040,233.0,298.19,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-17,10552,268.0,370.11,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-18,7785,161.0,276.33,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-19,9279,227.0,220.22,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-20,8219,191.0,230.3,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-06-21,12006,243.0,203.61,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-22,7220,168.0,398.86,google_ads
CAMP_G004,brand awareness - youtube,2025-06-23,13453,,310.45,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-24,11278,336.0,283.18,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-25,12021,335.0,322.6,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-26,10192,288.0,318.83,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-27,12447,368.0,261.6,google_ads
CAMP_G004,  Brand Awareness - YouTube  ,2025-06-28,9585,257.0,281.14,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-06-29,9448,193.0,317.9,google_ads
CAMP_G004,brand awareness - youtube,2025-06-30,12127,234.0,390.33,google_ads
CAMP_G004,brand awareness - youtube,2025-07-01,9766,238.0,374.22,google_ads
CAMP_G004,BRAND AWARENESS - YOUTUBE,2025-07-02,12854,287.0,285.25,google_ads
CAMP_G004,brand awareness - youtube,2025-07-03,8738,171.0,301.05,google_ads
CAMP_G004,brand awareness - youtube,2025-07-04,9960,273.0,344.56,google_ads
CAMP_G004,Brand Awareness - YouTube,2025-07-05,10076,210.0,259.38,google_ads
